"AY","semester","emplid_ID","GPA","CREDITS","DEGREE","StartDate","EndDate","duration","LocationLatitude","LocationLongitude","Q103","Q1","Q2","Q2_3_TEXT","Q3","Q4","Q4_6_TEXT","Q5","Q6","Q6_1_TEXT","Q6_2_TEXT","Q7","Q8","Q9","Q10","Q10_1_TEXT","Q10_2_TEXT","Q10_3_TEXT","Q10_4_TEXT","Q10_5_TEXT","Q10_6_TEXT","Q10_8_TEXT","Q11","Q12","Q13","Q14","Q14_6_TEXT","Q15","Q16","BSMS11_PR","BSMS12_PR","Q95","Q102"
"2024","Spring","24164226",3.684,121,"BA","2024-03-26","2024-03-26","936","40.839","-73.946","10455","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.1","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Hispanic",NA,NA,NA,NA,"No","Yes","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"Greater than $300,000","How you spear to others or does your name speak volume","Your drive"
"2024","Spring","24177950",2.256,106,"BA","2024-03-25","2024-03-25","14058","40.9039","-73.837","10550","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Art",NA,"2.8","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican - American",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","unemployed","Less than 60,000","Depends on how you are living. If you are living comfortable or worried about expenses.","How you can go up or down on your social status"
"2024","Spring","23992708",3.405,131,"BS","2024-03-23","2024-03-23","2640","40.6186","-73.9272","11236","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.2","4th year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Nigerian",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$201-$400",NA,"Greater than $300,000","social status equates prestige to me.","social mobility is the movement from one social status to another"
"2024","Spring","24305488",2.433,79,"BA","2024-03-25","2024-03-25","1116","40.839","-73.946","10034","2003","Male",NA,"Male","Homosexual (as in ""lesbian"" or ""gay"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","psychology major",NA,"1.88","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Hispanic/latino",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","the ability to share your voice an opinion and the accesses to demand for what you want.","moving up in the ladder"
"2024","Spring","24138816",4,122,"BA","2024-03-27","2024-03-27","800","40.8343","-73.9235","10474","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"4","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","The economic and financial outlook the rest of the world has on you. A class system used to determine your wealth.","To move up social status"
"2024","Spring","24288804",1.67,24,"BA","2024-03-25","2024-03-25","1156","40.839","-73.946","10033","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"4","2nd year undergraduate","Yes","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"AA",NA,NA,NA,NA,NA,"Yes","No","No","Married",NA,"Less than $60,000","$200 or less",NA,"Greater than $300,000","wouldnt know about that, frankly","anything social i cant explain"
"2024","Spring","24276405",3.562,121,"BA","2024-03-27","2024-03-27","1528","40.7653","-73.9589","11416","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.3","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$100,000 to $150,000","Social status is where you are socially, popular, well liked etc","Social mobility would be the movement of individuals or family and what advantages they have socially"
"2024","Spring","24036436",3.891,122,"BS","2024-03-27","2024-03-27","1798","40.8691","-73.9191","10033","1989","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.484","2nd year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","Slavic",NA,NA,NA,NA,NA,NA,"No","Yes","No","Married",NA,"$100,000 to $150,000","$1001-$1200",NA,"$150,001 to $299,999","The position in the social group","N/a"
"2024","Spring","24295335",2.519,86,"BA","2024-03-27","2024-03-27","1229","40.8171","-73.9392","10460","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.83","1st year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Other:","Relationship","Less than $60,000","$201-$400",NA,"Less than 60,000","Important","Power"
"2024","Spring","24316982",2.25,9,"BA","2024-03-25","2024-03-25","1913","40.839","-73.946","10002","2004","Male",NA,"Male","Bisexual",NA,"Part-time (Fewer than 12 credits)","Declared (Please specify major):","Psychology",NA,"0","2nd year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Middle eastern Jewish and half Western European dutch",NA,"Yes","No","No","Domestic partnership",NA,"$60,000 to $99,999","$200 or less",NA,"Greater than $300,000","The amount of social capital someone has","Being able to move between social classes. Often if one starts out from a poor background and become wealthy and successful as an adult that is social mobility."
"2024","Spring","24327300",2.611,63,"BA","2024-03-25","2024-03-25","777","40.7961","-73.9513","11420","2004","Male",NA,"Male","Bisexual",NA,"Part-time (Fewer than 12 credits)","Declared (Please specify major):","Psychology",NA,"1.8","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Ecuadorian/ Trinidadian",NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","Social status is the status your are “given”. Your status is related to the group you come from.","Social mobility is the relation is someone’s social-economic situation throughout there life"
"2024","Spring","24573905",3.95,36,"BA","2024-03-25","2024-03-25","1234","40.839","-73.946","10011","2001","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","English literature",NA,"4","1st year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","White",NA,NA,NA,NA,NA,NA,"No","No","No","Single",NA,"$150,001 to $299,999","$200 or less",NA,"$60,000 to $99,999","Your social and economical standing in society","Being able to move to different social standings"
"2024","Spring","24285071",3.116,117,"BA","2024-03-25","2024-03-25","1295","40.839","-73.946","10454","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","economics",NA,"3.3","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Ecuadorian",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","the level in the society that you are on","i don't know"
"2024","Spring","24035117",3.079,120,"BA","2024-04-09","2024-04-09","1698","40.6739","-73.9358","11225","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.6","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Panamanian",NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","When I hear social status I think of popularity or the food chain. The strongest or smartest would be on top. Or l social status can be seen a hierarchy like middle class, lower class, or upper class.","In my brain mobility mean the ability to movie, and when I hear social I think of people interacting with another. So I think social mobility is the ability to socialize with different people."
"2024","Spring","24177677",3.809,130,"BA/MA","2024-03-28","2024-03-28","763","40.9476","-73.8624","10467","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology/ CASAC route",NA,"3.8","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Hispanic",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","I would say “social status” relates to how many friends you have and your ability to make friends.","Social mobility is also about your ability to make friends."
"2024","Spring","24038946",3.035,123,"BS","2024-03-29","2024-03-29","982","40.674","-73.9701","11216","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.9","4th year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Jamaican. American",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$401-$600",NA,"$100,000 to $150,000","1. Social stasis occurs when there is minimal to no evolution, growth, or advancement within a society.","Social mobility is all about how people or groups can go up or down in different social levels or classes within a community. It involves moving up or down in terms of things like money, education, job, or assets."
"2024","Spring","24243440",3.635,111,"BS","2024-04-03","2024-04-03","445","40.7465","-73.909","11355","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psych bs",NA,"3.7","1st year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","Egyptian",NA,NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","Not sure","Not sure"
"2024","Spring","24088873",3.014,122,"BA","2024-04-08","2024-04-08","3878","40.8171","-73.9392","10460","2004","Female",NA,"Female","Asexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.9","2nd year undergraduate","No","White or Caucasian (E.g., German, Irish, English, Italian, Polish, French, etc.)","White",NA,NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$601-$800",NA,"Greater than $300,000","Social status to me is the label you are connected to in terms of labels in society in terms of the value that you hold.","To me social mobility is the way you are able to maneuver."
"2024","Spring","24164421",3.05,109,"BS","2024-04-01","2024-04-01","1767","40.839","-73.946","10472","2003","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.3","3rd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","The amount of wealth you have. But to me it's the knowledge you possess","To have the flexibility to relocate"
"2024","Spring","24279766",2.986,121,"BS","2024-04-04","2024-04-04","1136","40.8125","-74.2134","07017","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology And Jewish Studies",NA,"2.3","2nd year undergraduate","Yes","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"African American",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","Ranking in regard to other in your population/ community","moving upwards in the world"
"2024","Spring","24135624",3.803,109,"BA","2024-04-05","2024-04-05","2855","40.7961","-73.9513","10703","2005","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology/Sociology",NA,"3.4","1st year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Yemeni",NA,"Yes","Yes","No","Single",NA,"Less than $60,000","$200 or less",NA,"Less than 60,000","Money and power","Meeting with others"
"2024","Spring","23749620",2.459,125,"BA","2024-04-03","2024-04-03","1918","40.839","-73.946","11779","2001","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.4","4th year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Pakistani",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","0","Less than 60,000","how others see you","Competency"
"2024","Spring","24195835",2.583,120,"BA","2024-03-29","2024-03-29","1088","40.7252","-73.944","11209","2003","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.5","3rd year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Moroccan",NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","Currently unemployed","Less than 60,000","A standard met in a spectrum including economic, social, and occupational status","The ability to change social status."
"2024","Spring","24254148",3.068,126,"BA","2024-04-08","2024-04-08","1691","40.8494","-73.9016","10466","2003","Female",NA,"Gender queer","Asexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.8","2nd year undergraduate","Yes","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Black",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","Idk","$100,000 to $150,000","a person's standing or importance in relation to other people within a society.","and it cannot necessarily be determined if the change is for good or bad."
"2024","Spring","24197548",3.276,120,"BS","2024-04-03","2024-04-04","51976","40.6764","-73.8753","11208","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology (BS)",NA,"3.063","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Puerto Rican, Salvadorian, Ecuadorian",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","Rank or position in society","Shift of status"
"2024","Spring","24133341",3.696,156,"BA","2024-04-05","2024-04-05","1138","40.7252","-73.944","11223","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Undeclared (Please specify intended major):",NA,"Computer Science","3.5","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Pakistani",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","Other ( Please specify):","Don't work","$60,000 to $99,999","It describes the social value or social role an individual has in society.","Moving up or down the social ladder in terms of the core social value or social role they have."
"2024","Spring","24167922",3.327,122,"BA","2024-04-01","2024-04-01","1495","40.8343","-73.9235","10456","2003","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.3","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"No","No","No","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$60,000 to $99,999","social status is something a person is considered to possess. Such as wealth, and knowledge someone has","Having the freedom to move house to house without anemone problems"
"2024","Spring","23542338",2.981,120,"BA","2024-04-01","2024-04-01","1020","40.839","-73.946","10472","1998","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"2.9","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Puerto Rican and Dominican",NA,NA,NA,NA,"Yes","Yes","No","Single",NA,"$60,000 to $99,999","$401-$600",NA,"$100,000 to $150,000","It is your placement and importance to society","It’s the ability to move up the ladder in status, including economically."
"2024","Spring","24064678",3.461,139,"BS","2024-04-05","2024-04-05","9395","40.7537","-73.8892","11370","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Biology",NA,"3.5","2nd year undergraduate","Yes","Some other race, ethnicity or origin",NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","Social status refers to the relative position  that an individual or group holds within a society.","Social mobility refers to the ability of individuals or groups to move within different social positions in a society's hierarchy"
"2024","Spring","23944631",3.453,136,"BA/MA","2024-03-29","2024-03-29","846","40.7364","-73.8695","11372","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.5","4th year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bangladeshi",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$60,000 to $99,999","Influential power and wealth","Functioning"
"2024","Spring","24266856",3.794,116,"BA","2024-04-01","2024-04-01","1454","40.839","-73.946","10462","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.86","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Yes",NA,NA,NA,NA,"No","Yes","Yes","Single",NA,"$60,000 to $99,999","$200 or less",NA,"$100,000 to $150,000","ones position within society.","]social classes"
"2024","Spring","24172138",2.708,44,"BA","2024-04-01","2024-04-01","1335","40.8231","-73.9513","10031","2004","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Management and Administration",NA,"3","2nd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$100,000 to $150,000","$201-$400",NA,"$100,000 to $150,000","Social status is your status of popularity","being able to be a fluid people's person"
"2024","Spring","24416173",3.639,141,"BS","2024-03-28","2024-03-28","4048","40.8494","-73.9016","10466","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Part-time (Fewer than 12 credits)","Undeclared (Please specify intended major):",NA,"Bio","3.4","1st year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Black",NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"$100,000 to $150,000","Other ( Please specify):","Not working","$150,001 to $299,999","Social hierarchy","Moving up social ladder"
"2024","Spring","23936292",3.344,127,"BS","2024-04-03","2024-04-03","1011","40.839","-73.946","11219","2002","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.4","4th year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Pakistani",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","The economic standpoint a person is at","The ability to better yourself financially and intellectually"
"2024","Spring","24271217",3.783,120,"BA","2024-03-29","2024-03-29","1312","40.5697","-74.1184","10312","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.88","2nd year undergraduate","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Egyptian",NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$60,000 to $99,999","how rich/poor you are","having easy freeway in society"
"2024","Spring","24195841",3.33,125,"BA","2024-04-04","2024-04-04","2043","40.8518","-73.8705","10473","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.78","3rd year undergraduate","No","Some other race, ethnicity or origin",NA,NA,NA,NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"Greater than $300,000","Social status refers to a person's position or rank within a social hierarchy or structure. It is a way to categorize individuals based on factors such as wealth, occupation, education, and social connections. Social status can influence how people are perceived by others and can impact their access to resources, opportunities, and privileges within society.  Understanding social status involves recognizing the different levels or strata that exist within a community or society. It's important to note that social status is not solely determined by one's personal qualities or achievements, but can also be influenced by factors beyond individual control, such as birth or inherited wealth.  In simpler terms, social status is like a ladder that places individuals at different levels based on various factors like money, job, education, and connections. It can affect how people are seen by others and the advantages or disadvantages they may experience in their daily lives.","Social mobility refers to the ability of individuals or groups to move up or down the social ladder within a society. It reflects the extent to which someone can change their social status over time. Social mobility can be influenced by various factors, such as education, occupation, income, and opportunities for advancement.  In simpler terms, social mobility means the ability to climb up or slide down the social ladder. If someone has high social mobility, it means they have a greater chance of improving their social status and achieving upward mobility. On the other hand, low social mobility means that it is more difficult for individuals to change their social position and move to a higher level.  Understanding social mobility is important because it reflects the level of equality and opportunities within a society. A society with high social mobility provides individuals with the chance to better their circumstances regardless of their background, while a society with low social mobility may perpetuate inequality and limit upward mobility for certain groups."
"2024","Spring","23835284",3.835,117,"BA","2024-03-29","2024-03-29","36379","40.7252","-73.944","10032","2001","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Studio art",NA,"3.8","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$201-$400",NA,"$60,000 to $99,999","to a rank or position that one holds in a group","Social mobility is the ability of people to move up or down a social ladder."
"2024","Spring","24042459",3.637,121,"BA","2024-04-01","2024-04-01","972","40.8494","-73.9016","10462","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.5","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$401-$600",NA,"$100,000 to $150,000","It is the stage you find yourself with within society","I believe is the professional and economic growth a person achieve when it comes to social status"
"2024","Spring","24211957",3.89,120,"BA","2024-04-06","2024-04-06","700","40.8343","-73.9235","10452","2003","Female",NA,"Female","Bisexual",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.8","3rd year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Dominican",NA,NA,NA,NA,"No","No","No","Single",NA,"$100,000 to $150,000","$200 or less",NA,"$60,000 to $99,999","the level someone is in the socioeconomic spectrum","what people do in order to move up in socioeconomic status"
"2024","Spring","23917200",3.264,120,"BS","2024-03-31","2024-03-31","944","40.7252","-73.944","11207","2001","Male",NA,"Male","Homosexual (as in ""lesbian"" or ""gay"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psych",NA,"3.5","5th year undergraduate","No","Black or African American (E.g., African American, Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.:",NA,"Trinidadian",NA,NA,NA,NA,NA,"No","No","No","Single",NA,"Less than $60,000","$1001-$1200",NA,"Greater than $300,000","Wealth and promote to it","Na"
"2024","Spring","24062359",3.85,6,"MA","2024-04-10","2024-04-10","1776","40.8231","-73.9513","11372","2002","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology BA",NA,"2.9","4th year undergraduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Ecuadorian",NA,NA,NA,NA,"Yes","No","No","Single",NA,"$60,000 to $99,999","$601-$800",NA,"$100,000 to $150,000","A social value people possess","Ability to move up or down the social scale in a society"
"2024","Spring","24219923",3.485,135,"BA/MA","2024-03-28","2024-03-28","886","40.7787","-73.9132","11105","2004","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","Psychology",NA,"3.2","2nd year undergraduate","No","Asian (E.g., Chinese, Filipino, Asian Indian, Bangladeshi, Vietnamese, Korean etc,)",NA,NA,NA,"Bengali",NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$100,000 to $150,000","Where you are in society. How much money you make and the opportunities you have available to you. Doctors, and lawyers for example have a higher status compared to teachers and blue collar workers.","Changing your socioeconomic status. For example, getting a high paying job after grad school or marrying bc into a rich family."
"2024","Spring","23956823",3.821,130,"BA/MA","2024-03-28","2024-03-28","875","40.8142","-73.9081","10459","2003","Female",NA,"Female","Heterosexual (as in ""straight"")",NA,"Full-time (12 credits or more)","Declared (Please specify major):","BA/MA CASAC",NA,"3.8","Graduate","Yes","Hispanic, Latino or Spanish Origin (E.g., Mexican or Mexican American. Puerto Rican, Cuban, Salvadorian, Dominican, etc.)",NA,NA,"Mexican American",NA,NA,NA,NA,"Yes","No","No","Single",NA,"Less than $60,000","$200 or less",NA,"$60,000 to $99,999","Something fluid, we as humans change everyday that goes for our social status as well.","Climbing up the ladder of advantages and opportunities, the higher you are the more you have that others don't."
"2024","Spring","24571979",3.365,39,"BA","2024-04-07","2024-04-07","3509","40.782","-73.9953","10036","2000","Male",NA,"Male","Heterosexual (as in ""straight"")",NA,"Part-time (Fewer than 12 credits)","Undeclared (Please specify intended major):",NA,"Premed","2.9","Non-degree seeking","No","Middle Eastern or North African (E.g., Lebanese, Iranian, Egyptian, Syrian, Moroccan, Algerian, etc.)",NA,NA,NA,NA,NA,"Palestinian",NA,"Yes","Yes","No","Single",NA,"Greater than $300,000","$201-$400",NA,"$150,001 to $299,999","Someone’s perceived standing or importance in relation to other people within their society","The ability to meaningfully increase or decrease your social status throughout your life"
