danceability,mode,acousticness,valence,genre
0.66,1,0.364,0.436,RnB
0.387,0,0.107,0.617,RnB
0.637,1,0.155,0.562,RnB
0.593,0,0.0169,0.323,RnB
0.696,1,0.000153,0.332,RnB
0.655,0,0.444,0.199,RnB
0.673,1,0.0325,0.491,RnB
0.67,1,0.342,0.665,RnB
0.817,0,0.235,0.809,RnB
0.701,1,0.0617,0.236,RnB
0.697,1,0.248,0.572,RnB
0.443,1,0.303,0.574,RnB
0.769,1,0.0995,0.62,RnB
0.798,1,0.216,0.51,RnB
0.476,0,0.247,0.226,RnB
0.714,1,0.0465,0.504,RnB
0.546,0,0.233,0.58,RnB
0.309,0,0.234,0.516,RnB
0.802,0,0.204,0.662,RnB
0.508,1,0.32,0.594,RnB
0.524,1,0.181,0.473,RnB
0.84,1,0.34,0.458,RnB
0.865,0,0.0958,0.322,RnB
0.696,1,0.598,0.186,RnB
0.808,0,0.419,0.292,RnB
0.622,1,0.516,0.158,RnB
0.739,0,0.0335,0.549,RnB
0.692,0,0.704,0.685,RnB
0.6,1,0.624,0.233,RnB
0.71,1,0.167,0.143,RnB
0.746,0,0.0471,0.776,RnB
0.709,0,0.0486,0.521,RnB
0.778,0,0.296,0.482,RnB
0.549,0,0.505,0.548,RnB
0.625,0,0.0543,0.235,RnB
0.708,1,0.117,0.472,RnB
0.721,1,0.409,0.2,RnB
0.521,0,0.273,0.756,RnB
0.577,1,0.0143,0.12,RnB
0.723,1,0.88,0.348,RnB
0.511,1,0.241,0.205,RnB
0.686,1,0.418,0.858,RnB
0.466,0,0.00946,0.729,RnB
0.783,1,0.0272,0.394,RnB
0.837,0,0.0772,0.922,RnB
0.596,0,0.017,0.693,RnB
0.668,0,0.143,0.291,RnB
0.591,1,0.792,0.319,RnB
0.476,0,0.247,0.226,RnB
0.548,1,0.283,0.382,RnB
0.749,1,0.0584,0.645,RnB
0.673,1,0.0819,0.708,RnB
0.836,0,0.0414,0.781,RnB
0.708,1,0.117,0.472,RnB
0.656,0,0.0665,0.708,RnB
0.92,1,0.236,0.947,RnB
0.686,0,0.208,0.715,RnB
0.764,1,0.25,0.352,RnB
0.758,0,0.0745,0.701,RnB
0.701,1,0.271,0.446,RnB
0.692,1,0.0324,0.217,RnB
0.412,0,0.102,0.703,RnB
0.732,1,0.163,0.479,RnB
0.587,1,0.0279,0.37,RnB
0.674,0,0.206,0.602,RnB
0.696,0,0.0824,0.157,RnB
0.664,1,0.0464,0.587,RnB
0.763,1,0.172,0.83,RnB
0.662,0,0.125,0.649,RnB
0.773,1,0.017,0.749,RnB
0.763,1,0.0453,0.519,RnB
0.519,1,0.249,0.625,RnB
0.777,0,0.245,0.835,RnB
0.602,1,0.245,0.565,RnB
0.575,1,0.136,0.376,RnB
0.685,1,0.373,0.87,RnB
0.859,1,0.0227,0.876,RnB
0.767,1,0.00364,0.796,RnB
0.66,0,0.0851,0.736,RnB
0.711,0,0.0372,0.363,RnB
0.634,1,0.0341,0.619,RnB
0.789,0,0.106,0.81,RnB
0.655,1,0.000542,0.319,RnB
0.637,1,0.62,0.474,RnB
0.71,0,0.408,0.849,RnB
0.509,1,0.196,0.505,RnB
0.684,1,0.215,0.487,RnB
0.647,1,0.547,0.333,RnB
0.412,1,0.195,0.533,RnB
0.488,1,0.00249,0.196,RnB
0.738,0,0.188,0.493,RnB
0.341,1,0.467,0.64,RnB
0.924,0,0.0366,0.592,RnB
0.771,1,0.171,0.686,RnB
0.394,0,0.00302,0.509,RnB
0.338,1,0.0234,0.513,RnB
0.51,1,0.000345,0.38,RnB
0.577,1,0.0502,0.564,RnB
0.856,1,0.195,0.51,RnB
0.408,1,0.243,0.71,RnB
0.797,1,0.188,0.538,RnB
0.704,1,0.647,0.37,RnB
0.527,0,0.0401,0.348,RnB
0.758,1,0.0857,0.413,RnB
0.64,1,0.0481,0.611,RnB
0.58,0,0.0166,0.411,RnB
0.733,1,0.454,0.592,RnB
0.571,1,0.0144,0.317,RnB
0.826,0,0.0314,0.572,RnB
0.845,1,0.00733,0.96,RnB
0.426,0,0.12,0.106,RnB
0.853,0,0.0439,0.901,RnB
0.648,0,0.154,0.807,RnB
0.8,1,0.00167,0.388,RnB
0.702,0,0.0465,0.553,RnB
0.473,0,0.795,0.413,RnB
0.735,0,0.413,0.335,RnB
0.61,1,0.367,0.291,RnB
0.506,1,0.667,0.195,RnB
0.524,1,0.808,0.436,RnB
0.595,0,0.694,0.33,RnB
0.658,0,0.422,0.358,RnB
0.689,0,0.711,0.382,RnB
0.717,0,0.0511,0.0589,RnB
0.759,1,0.515,0.209,RnB
0.694,0,0.0998,0.341,RnB
0.574,1,0.894,0.117,RnB
0.584,0,0.142,0.32,RnB
0.477,0,0.225,0.358,RnB
0.645,0,0.558,0.123,RnB
0.649,0,0.586,0.277,RnB
0.487,0,0.241,0.161,RnB
0.514,0,0.402,0.312,RnB
0.728,0,0.764,0.535,RnB
0.574,0,0.0665,0.353,RnB
0.708,0,0.0381,0.263,RnB
0.657,1,0.0135,0.368,RnB
0.578,0,0.415,0.3,RnB
0.512,0,0.654,0.434,RnB
0.35,1,0.916,0.427,RnB
0.48,0,0.874,0.131,RnB
0.369,0,0.259,0.381,RnB
0.512,0,0.866,0.37,RnB
0.692,1,0.666,0.309,RnB
0.583,0,0.47,0.495,RnB
0.508,0,0.0681,0.412,RnB
0.476,0,0.653,0.646,RnB
0.743,1,0.167,0.572,RnB
0.805,0,0.431,0.73,RnB
0.287,1,0.418,0.11,RnB
0.355,1,0.729,0.227,RnB
0.693,0,0.637,0.141,RnB
0.574,1,0.392,0.626,RnB
0.509,0,0.0717,0.378,RnB
0.642,0,0.102,0.123,RnB
0.642,0,0.611,0.128,RnB
0.249,1,0.699,0.0655,RnB
0.515,1,0.544,0.284,RnB
0.437,0,0.668,0.542,RnB
0.657,1,0.688,0.575,RnB
0.792,1,0.00881,0.239,RnB
0.763,0,0.231,0.426,RnB
0.698,0,0.123,0.137,RnB
0.799,1,0.195,0.511,RnB
0.709,0,0.11,0.0397,RnB
0.471,1,0.81,0.363,RnB
0.738,0,0.511,0.783,RnB
0.545,0,0.64,0.399,RnB
0.698,1,0.0605,0.552,RnB
0.601,0,0.144,0.32,RnB
0.767,0,0.157,0.11,RnB
0.67,0,0.0366,0.186,RnB
0.69,1,0.553,0.238,RnB
0.703,0,0.458,0.264,RnB
0.589,1,0.704,0.486,RnB
0.664,0,0.145,0.472,RnB
0.688,1,0.7,0.416,RnB
0.567,1,0.715,0.636,RnB
0.675,0,0.545,0.0338,RnB
0.67,0,0.328,0.235,RnB
0.418,1,0.213,0.604,RnB
0.697,0,0.106,0.443,RnB
0.649,0,0.274,0.151,RnB
0.198,1,0.926,0.0527,RnB
0.448,1,0.824,0.451,RnB
0.678,0,0.29,0.501,RnB
0.641,0,0.179,0.302,RnB
0.72,0,0.11,0.61,RnB
0.743,1,0.4,0.229,RnB
0.51,1,0.853,0.426,RnB
0.529,0,0.627,0.592,RnB
0.684,1,0.413,0.358,RnB
0.473,0,0.362,0.696,RnB
0.645,0,0.124,0.335,RnB
0.591,0,0.653,0.572,RnB
0.747,1,0.182,0.756,RnB
0.707,0,0.204,0.491,RnB
0.468,1,0.193,0.294,RnB
0.449,1,0.211,0.165,RnB
0.549,0,0.0013,0.0791,RnB
0.483,0,0.0402,0.369,RnB
0.61,1,0.696,0.246,RnB
0.819,1,0.166,0.456,RnB
0.489,1,0.0336,0.178,RnB
0.795,1,0.111,0.409,RnB
0.525,1,0.107,0.276,RnB
0.703,1,0.683,0.275,RnB
0.598,1,0.0253,0.725,RnB
0.666,0,0.547,0.464,RnB
0.574,1,0.571,0.694,RnB
0.789,0,0.447,0.456,RnB
0.796,0,0.298,0.442,RnB
0.517,0,0.654,0.649,RnB
0.687,1,0.236,0.802,RnB
0.734,0,0.148,0.727,RnB
0.639,1,0.0406,0.546,RnB
0.707,1,0.151,0.824,RnB
0.748,1,0.399,0.412,RnB
0.467,1,0.0232,0.419,RnB
0.567,0,0.399,0.484,RnB
0.494,0,0.42,0.545,RnB
0.606,1,0.772,0.526,RnB
0.635,0,0.272,0.269,RnB
0.737,1,0.295,0.385,RnB
0.596,1,0.242,0.146,RnB
0.566,0,0.497,0.564,RnB
0.774,1,0.0979,0.258,RnB
0.749,1,0.409,0.795,RnB
0.476,1,0.728,0.578,RnB
0.596,1,0.0199,0.259,RnB
0.765,0,0.223,0.189,RnB
0.715,1,0.169,0.215,RnB
0.556,1,0.604,0.112,RnB
0.64,0,0.25,0.252,RnB
0.726,0,0.603,0.459,RnB
0.452,1,0.732,0.274,RnB
0.669,0,0.415,0.0888,RnB
0.562,1,0.686,0.577,RnB
0.645,0,0.0802,0.411,RnB
0.77,0,0.0116,0.523,RnB
0.351,0,0.501,0.331,RnB
0.73,0,0.0295,0.359,RnB
0.907,1,0.00963,0.439,RnB
0.725,1,0.0846,0.436,RnB
0.563,1,0.0132,0.543,RnB
0.794,1,0.0224,0.459,RnB
0.6,1,0.692,0.507,RnB
0.422,0,0.273,0.471,RnB
0.555,0,0.25,0.339,RnB
0.679,0,0.159,0.46,RnB
0.527,1,0.0295,0.0781,RnB
0.697,1,0.62,0.378,RnB
0.48,1,0.071,0.374,RnB
0.707,1,0.0905,0.345,RnB
0.679,0,0.427,0.363,RnB
0.63,0,0.231,0.455,RnB
0.53,1,0.572,0.291,RnB
0.611,0,0.703,0.056,RnB
0.707,1,0.201,0.607,RnB
0.69,1,0.672,0.18,RnB
0.479,1,0.352,0.31,RnB
0.582,0,0.136,0.695,RnB
0.599,0,0.416,0.387,RnB
0.759,0,0.7,0.403,RnB
0.433,0,0.971,0.246,RnB
0.772,0,0.491,0.357,RnB
0.597,0,0.255,0.09,RnB
0.559,1,0.887,0.348,RnB
0.865,1,0.346,0.539,RnB
0.642,1,0.172,0.456,RnB
0.746,0,0.183,0.435,RnB
0.862,0,0.229,0.561,RnB
0.727,0,0.0852,0.281,RnB
0.617,1,0.195,0.358,RnB
0.507,0,0.0906,0.209,RnB
0.795,1,0.00867,0.635,RnB
0.73,0,0.0319,0.323,RnB
0.693,0,0.0142,0.457,RnB
0.649,1,0.104,0.811,RnB
0.712,0,0.057,0.327,RnB
0.726,1,0.199,0.362,RnB
0.757,0,0.311,0.635,RnB
0.39,1,0.0388,0.163,RnB
0.487,1,0.742,0.369,RnB
0.58,0,0.624,0.389,RnB
0.576,0,0.899,0.354,RnB
0.625,0,0.019,0.243,RnB
0.477,0,0.91,0.529,RnB
0.73,1,0.638,0.782,RnB
0.691,0,0.341,0.392,RnB
0.741,0,0.316,0.72,RnB
0.646,0,0.626,0.419,RnB
0.605,0,0.274,0.62,RnB
0.827,0,0.0807,0.196,RnB
0.684,1,0.13,0.406,RnB
0.461,1,0.144,0.544,RnB
0.518,0,0.677,0.345,RnB
0.362,1,0.509,0.113,RnB
0.565,0,0.579,0.601,RnB
0.473,1,0.201,0.33,RnB
0.523,0,0.185,0.372,RnB
0.805,0,0.22,0.211,RnB
0.683,0,0.0409,0.77,RnB
0.906,1,0.31,0.542,RnB
0.463,1,0.482,0.533,RnB
0.422,0,0.844,0.385,RnB
0.492,0,0.292,0.749,RnB
0.725,0,0.15,0.582,RnB
0.806,1,0.36,0.713,RnB
0.793,0,0.25,0.468,RnB
0.389,0,0.332,0.378,RnB
0.464,0,0.0511,0.423,RnB
0.62,1,0.0607,0.483,RnB
0.495,0,0.133,0.323,RnB
0.694,0,0.144,0.425,RnB
0.544,1,0.67,0.554,RnB
0.567,0,0.782,0.452,RnB
0.702,1,0.134,0.047,RnB
0.38,1,0.373,0.223,RnB
0.506,0,0.143,0.416,RnB
0.502,1,0.0768,0.543,RnB
0.394,1,0.0828,0.357,RnB
0.595,1,0.322,0.432,RnB
0.557,0,0.589,0.0734,RnB
0.533,0,0.349,0.526,RnB
0.585,0,0.387,0.338,RnB
0.666,0,0.299,0.236,RnB
0.616,0,0.00885,0.469,RnB
0.632,0,0.578,0.537,RnB
0.59,0,0.0789,0.349,RnB
0.76,0,0.137,0.449,RnB
0.498,1,0.376,0.328,RnB
0.601,1,0.305,0.41,RnB
0.46,1,0.143,0.36,RnB
0.38,0,0.159,0.448,RnB
0.626,1,0.204,0.68,RnB
0.382,0,0.463,0.392,RnB
0.387,0,0.393,0.379,RnB
0.505,0,0.00263,0.332,RnB
0.597,1,0.134,0.639,RnB
0.593,0,0.345,0.152,RnB
0.617,0,0.361,0.8,RnB
0.749,1,0.193,0.606,RnB
0.811,1,0.0328,0.33,RnB
0.801,1,0.926,0.429,RnB
0.866,0,0.517,0.203,RnB
0.685,1,0.0564,0.643,RnB
0.658,0,0.432,0.19,RnB
0.705,0,0.0888,0.688,RnB
0.523,0,0.702,0.0872,RnB
0.522,0,0.0348,0.256,RnB
0.62,0,0.209,0.301,RnB
0.856,0,0.178,0.902,RnB
0.63,1,0.4,0.417,RnB
0.527,0,0.209,0.499,RnB
0.529,1,0.474,0.553,RnB
0.722,0,0.167,0.313,RnB
0.411,0,0.114,0.503,RnB
0.694,0,0.453,0.405,RnB
0.556,1,0.0293,0.555,RnB
0.866,1,0.177,0.695,RnB
0.696,1,0.673,0.329,RnB
0.776,0,0.874,0.473,RnB
0.797,0,0.279,0.583,RnB
0.42,0,0.233,0.588,RnB
0.455,0,0.654,0.407,RnB
0.656,0,0.235,0.556,RnB
0.503,1,0.167,0.151,RnB
0.642,0,0.211,0.43,RnB
0.811,0,0.302,0.546,RnB
0.478,1,0.233,0.351,RnB
0.597,1,0.134,0.639,RnB
0.497,1,0.186,0.371,RnB
0.558,0,0.128,0.413,RnB
0.82,1,0.654,0.575,RnB
0.718,0,0.0209,0.337,RnB
0.766,0,0.356,0.539,RnB
0.722,1,0.373,0.217,RnB
0.41,1,0.847,0.208,RnB
0.84,0,0.456,0.526,RnB
0.78,0,0.44,0.529,RnB
0.384,0,0.0621,0.72,RnB
0.734,1,0.617,0.237,RnB
0.491,1,0.41,0.486,RnB
0.523,0,0.72,0.7,RnB
0.732,0,0.374,0.397,RnB
0.553,0,0.367,0.633,RnB
0.494,0,0.671,0.219,RnB
0.539,0,0.305,0.562,RnB
0.6,0,0.173,0.333,RnB
0.442,0,0.278,0.295,RnB
0.572,0,0.536,0.35,RnB
0.815,1,0.0145,0.17,RnB
0.723,1,0.614,0.477,RnB
0.796,1,0.214,0.78,RnB
0.723,0,0.0236,0.531,RnB
0.773,1,0.143,0.795,RnB
0.694,1,0.611,0.341,RnB
0.823,0,0.435,0.439,RnB
0.677,1,0.474,0.336,RnB
0.525,1,0.0316,0.284,RnB
0.641,1,0.831,0.453,RnB
0.76,0,0.0163,0.517,RnB
0.531,0,0.447,0.521,RnB
0.734,1,0.0467,0.562,RnB
0.72,1,0.199,0.445,RnB
0.885,1,0.656,0.754,RnB
0.658,0,0.535,0.545,RnB
0.505,1,0.0834,0.318,RnB
0.819,0,0.582,0.232,RnB
0.529,1,0.166,0.616,RnB
0.739,0,0.219,0.58,RnB
0.663,0,0.0379,0.391,RnB
0.754,0,0.449,0.402,RnB
0.356,1,0.782,0.573,RnB
0.6,0,0.36,0.308,RnB
0.723,0,0.0236,0.531,RnB
0.813,1,0.388,0.688,RnB
0.757,0,0.518,0.506,RnB
0.789,1,0.339,0.571,RnB
0.759,0,0.373,0.635,RnB
0.665,0,0.00101,0.426,RnB
0.75,0,0.0168,0.571,RnB
0.815,1,0.107,0.709,RnB
0.478,0,0.376,0.239,RnB
0.655,1,0.255,0.388,RnB
0.855,0,0.0138,0.626,RnB
0.796,1,0.211,0.355,RnB
0.717,0,0.0392,0.71,RnB
0.879,1,0.158,0.524,RnB
0.526,0,0.187,0.288,RnB
0.51,0,0.0105,0.575,RnB
0.74,0,0.304,0.276,RnB
0.721,0,0.0878,0.718,RnB
0.39,0,0.411,0.439,RnB
0.59,1,0.0697,0.34,RnB
0.475,1,0.65,0.463,RnB
0.7,0,0.308,0.348,RnB
0.539,0,0.253,0.123,RnB
0.389,1,0.259,0.364,RnB
0.784,1,0.0546,0.259,RnB
0.424,1,0.144,0.119,RnB
0.705,1,0.388,0.602,RnB
0.741,0,0.24,0.13,RnB
0.709,0,0.268,0.341,RnB
0.461,1,0.158,0.588,RnB
0.543,1,0.345,0.29,RnB
0.739,1,0.00368,0.193,RnB
0.756,0,0.138,0.586,RnB
0.766,0,0.111,0.144,RnB
0.514,1,0.64,0.185,RnB
0.794,1,0.367,0.831,RnB
0.519,0,0.68,0.159,RnB
0.819,1,0.459,0.128,RnB
0.624,1,0.154,0.535,RnB
0.708,0,0.266,0.821,RnB
0.754,1,0.425,0.382,RnB
0.579,1,0.221,0.425,RnB
0.553,0,0.0571,0.38,RnB
0.665,1,0.0937,0.4,RnB
0.614,0,0.0834,0.381,RnB
0.51,1,0.0601,0.626,RnB
0.697,0,0.343,0.687,RnB
0.593,1,0.123,0.867,RnB
0.53,0,0.194,0.419,RnB
0.691,1,0.0535,0.378,RnB
0.426,0,0.514,0.456,RnB
0.518,0,0.128,0.878,RnB
0.954,0,0.0282,0.496,RnB
0.38,0,0.854,0.27,RnB
0.618,1,0.176,0.586,RnB
0.442,1,0.783,0.67,RnB
0.584,0,0.845,0.509,RnB
0.65,0,0.0887,0.33,RnB
0.685,0,0.346,0.524,RnB
0.471,0,0.593,0.209,RnB
0.613,1,0.0287,0.619,RnB
0.647,0,0.0424,0.721,RnB
0.733,0,0.679,0.291,RnB
0.709,1,0.157,0.113,RnB
0.436,0,0.509,0.355,RnB
0.828,0,0.0637,0.52,RnB
0.491,0,0.0309,0.323,RnB
0.617,0,0.554,0.377,RnB
0.559,1,0.772,0.58,RnB
0.656,0,0.307,0.0407,RnB
0.442,1,0.149,0.313,RnB
0.541,1,0.152,0.603,RnB
0.785,0,0.185,0.108,RnB
0.512,0,0.611,0.345,RnB
0.771,1,0.0314,0.245,RnB
0.765,0,0.0681,0.348,RnB
0.399,0,0.411,0.165,RnB
0.662,0,0.552,0.332,RnB
0.688,1,0.479,0.477,RnB
0.646,0,0.349,0.895,RnB
0.489,0,0.356,0.56,RnB
0.704,0,0.539,0.761,RnB
0.553,1,0.41,0.525,RnB
0.642,1,0.808,0.566,RnB
0.518,0,0.0453,0.224,RnB
0.83,0,0.243,0.386,RnB
0.64,1,0.452,0.496,RnB
0.683,0,0.339,0.354,RnB
0.629,0,0.018,0.638,RnB
0.739,0,0.0194,0.505,RnB
0.772,0,0.282,0.577,RnB
0.631,1,0.00315,0.114,RnB
0.618,0,0.371,0.228,RnB
0.774,1,0.297,0.391,RnB
0.766,1,0.603,0.416,RnB
0.718,1,0.179,0.77,RnB
0.614,1,0.179,0.34,RnB
0.674,0,0.348,0.212,RnB
0.713,0,0.0608,0.33,RnB
0.561,1,0.148,0.703,RnB
0.751,1,0.433,0.864,RnB
0.497,1,0.37,0.181,RnB
0.479,1,0.747,0.472,RnB
0.47,0,0.508,0.507,RnB
0.287,1,0.779,0.238,RnB
0.717,1,0.163,0.0791,RnB
0.681,1,0.0362,0.27,RnB
0.651,0,0.761,0.139,RnB
0.552,1,0.535,0.152,RnB
0.765,1,0.263,0.57,RnB
0.43,1,0.521,0.435,RnB
0.706,1,0.0833,0.517,RnB
0.415,0,0.224,0.595,RnB
0.714,0,0.164,0.628,RnB
0.597,1,0.223,0.537,RnB
0.602,1,0.00597,0.252,RnB
0.652,0,0.514,0.338,RnB
0.676,0,0.0746,0.512,RnB
0.612,0,0.754,0.308,RnB
0.485,1,0.36,0.358,RnB
0.567,0,0.31,0.556,RnB
0.684,1,0.215,0.487,RnB
0.569,1,0.457,0.757,RnB
0.529,1,0.0232,0.36,RnB
0.516,1,0.165,0.398,RnB
0.683,1,0.548,0.519,RnB
0.688,1,0.064,0.318,RnB
0.474,0,0.0263,0.0384,RnB
0.574,1,0.419,0.612,RnB
0.43,1,0.521,0.435,RnB
0.717,1,0.383,0.44,RnB
0.665,0,0.0375,0.701,RnB
0.771,0,0.434,0.51,RnB
0.611,1,0.202,0.346,RnB
0.464,0,0.145,0.425,RnB
0.749,0,0.406,0.412,RnB
0.716,0,0.114,0.548,RnB
0.681,0,0.128,0.294,RnB
0.425,0,0.719,0.723,RnB
0.482,0,0.168,0.259,RnB
0.496,0,0.0551,0.53,RnB
0.72,1,0.0856,0.37,RnB
0.448,1,0.321,0.403,RnB
0.723,0,0.0761,0.566,RnB
0.59,1,0.000176,0.352,RnB
0.626,1,0.138,0.65,RnB
0.637,0,0.229,0.431,RnB
0.619,1,0.0227,0.351,RnB
0.444,0,0.953,0.227,RnB
0.35,0,0.982,0.121,RnB
0.64,0,0.76,0.437,RnB
0.451,1,0.527,0.533,RnB
0.743,0,0.175,0.558,RnB
0.491,0,0.145,0.183,RnB
0.624,0,0.362,0.557,RnB
0.725,1,0.384,0.595,RnB
0.555,0,0.491,0.228,RnB
0.739,0,0.252,0.654,RnB
0.764,0,0.389,0.461,RnB
0.573,0,0.492,0.424,RnB
0.549,1,0.809,0.286,RnB
0.339,1,0.802,0.0629,RnB
0.583,1,0.774,0.581,RnB
0.678,1,0.444,0.404,RnB
0.719,0,0.705,0.557,RnB
0.498,0,0.211,0.315,RnB
0.632,1,0.333,0.233,RnB
0.667,1,0.0241,0.166,RnB
0.791,1,0.744,0.335,RnB
0.651,1,0.0796,0.217,RnB
0.691,0,0.38,0.365,RnB
0.665,0,0.598,0.378,RnB
0.851,1,0.468,0.212,RnB
0.471,0,0.708,0.397,RnB
0.774,1,0.907,0.324,RnB
0.602,1,0.0155,0.046,RnB
0.737,0,0.632,0.147,RnB
0.633,1,0.028,0.375,RnB
0.694,1,0.0566,0.605,RnB
0.694,1,0.811,0.374,RnB
0.316,1,0.471,0.313,RnB
0.531,0,0.166,0.308,RnB
0.654,1,0.572,0.132,RnB
0.688,0,0.14,0.561,RnB
0.676,0,0.105,0.607,RnB
0.659,0,0.438,0.291,RnB
0.782,0,0.284,0.425,RnB
0.874,1,0.278,0.777,RnB
0.703,1,0.565,0.491,RnB
0.791,0,0.0594,0.436,RnB
0.571,1,0.478,0.635,RnB
0.477,0,0.0414,0.62,RnB
0.757,0,0.466,0.442,RnB
0.616,0,0.59,0.751,RnB
0.347,1,0.378,0.305,RnB
0.544,1,0.582,0.607,RnB
0.763,0,0.191,0.326,RnB
0.477,1,0.0603,0.494,RnB
0.548,1,0.359,0.579,RnB
0.464,1,0.23,0.25,RnB
0.852,0,0.146,0.17,RnB
0.6,0,0.0491,0.494,RnB
0.733,0,0.275,0.576,RnB
0.379,1,0.84,0.264,RnB
0.681,1,0.103,0.416,RnB
0.401,0,0.831,0.54,RnB
0.494,0,0.848,0.275,RnB
0.768,1,0.515,0.367,RnB
0.679,0,0.199,0.716,RnB
0.464,0,0.317,0.456,RnB
0.771,0,0.0561,0.149,RnB
0.461,1,0.327,0.507,RnB
0.649,0,0.18,0.215,RnB
0.761,1,0.957,0.505,RnB
0.588,1,0.271,0.33,RnB
0.285,1,0.526,0.148,RnB
0.692,0,0.526,0.484,RnB
0.602,1,0.477,0.395,RnB
0.697,0,0.0128,0.544,RnB
0.654,1,0.74,0.39,RnB
0.377,0,0.975,0.37,RnB
0.466,0,0.42,0.423,RnB
0.718,0,0.148,0.338,RnB
0.781,1,0.0408,0.302,RnB
0.732,0,0.527,0.629,RnB
0.677,0,0.219,0.57,RnB
0.495,1,0.5,0.555,RnB
0.634,0,0.333,0.546,RnB
0.468,1,0.751,0.079,RnB
0.873,1,0.546,0.454,RnB
0.505,0,0.279,0.439,RnB
0.71,0,0.563,0.558,RnB
0.485,0,0.0728,0.448,RnB
0.683,1,0.548,0.519,RnB
0.653,0,0.0592,0.391,RnB
0.613,0,0.0505,0.547,RnB
0.679,0,0.873,0.234,RnB
0.374,1,0.0279,0.0658,RnB
0.634,0,0.39,0.384,RnB
0.599,1,0.166,0.144,RnB
0.741,0,0.228,0.893,RnB
0.758,0,0.245,0.491,RnB
0.633,0,0.148,0.761,RnB
0.498,0,0.321,0.571,RnB
0.605,0,0.168,0.326,RnB
0.499,0,0.171,0.218,RnB
0.702,0,0.0608,0.524,RnB
0.392,0,0.951,0.494,RnB
0.641,1,0.479,0.421,RnB
0.448,1,0.803,0.209,RnB
0.618,1,0.733,0.404,RnB
0.703,0,0.177,0.661,RnB
0.622,1,0.00642,0.308,RnB
0.42,0,0.819,0.528,RnB
0.433,1,0.201,0.232,RnB
0.556,0,0.526,0.877,RnB
0.593,0,0.832,0.312,RnB
0.476,1,0.383,0.384,RnB
0.394,1,0.485,0.394,RnB
0.455,0,0.525,0.195,RnB
0.653,1,0.243,0.325,RnB
0.471,1,0.633,0.102,RnB
0.559,1,0.311,0.446,RnB
0.596,0,0.0273,0.365,RnB
0.533,1,0.18,0.248,RnB
0.564,1,0.102,0.166,RnB
0.622,1,0.269,0.364,RnB
0.727,0,0.0893,0.504,RnB
0.692,0,0.343,0.615,RnB
0.659,0,0.385,0.426,RnB
0.617,1,0.574,0.532,RnB
0.612,1,0.651,0.253,RnB
0.727,1,0.0705,0.548,RnB
0.566,1,0.738,0.505,RnB
0.521,1,0.204,0.234,RnB
0.582,0,0.259,0.555,RnB
0.383,0,0.0753,0.0375,RnB
0.575,0,0.756,0.658,RnB
0.522,1,0.799,0.194,RnB
0.741,0,0.654,0.414,RnB
0.62,0,0.281,0.169,RnB
0.582,0,0.111,0.51,RnB
0.392,0,0.824,0.284,RnB
0.458,0,0.821,0.242,RnB
0.654,1,0.554,0.253,RnB
0.411,1,0.754,0.532,RnB
0.559,1,0.847,0.548,RnB
0.737,1,0.292,0.448,RnB
0.619,1,0.0227,0.351,RnB
0.429,0,0.546,0.135,RnB
0.395,0,0.316,0.102,RnB
0.708,0,0.117,0.543,RnB
0.862,0,0.121,0.176,RnB
0.901,1,0.00794,0.868,RnB
0.929,0,0.0672,0.458,RnB
0.702,0,0.0189,0.334,RnB
0.704,1,0.0358,0.392,RnB
0.673,1,0.00689,0.642,RnB
0.676,0,0.0339,0.809,RnB
0.733,1,0.0926,0.209,RnB
0.749,0,0.648,0.0859,RnB
0.752,0,0.125,0.694,RnB
0.822,1,0.0312,0.525,RnB
0.897,1,0.000725,0.316,RnB
0.797,1,0.0651,0.52,RnB
0.804,0,0.0319,0.257,RnB
0.659,0,0.33,0.437,RnB
0.936,1,0.239,0.699,RnB
0.788,1,0.0168,0.468,RnB
0.531,1,0.0796,0.221,RnB
0.763,1,0.0714,0.182,RnB
0.88,1,0.149,0.333,RnB
0.727,1,0.317,0.386,RnB
0.786,1,0.0552,0.229,RnB
0.89,1,0.0232,0.425,RnB
0.747,0,0.0306,0.363,RnB
0.796,1,0.118,0.227,RnB
0.858,1,0.189,0.704,RnB
0.95,0,0.0646,0.62,RnB
0.831,0,0.0371,0.339,RnB
0.758,1,0.128,0.589,RnB
0.838,1,0.0117,0.405,RnB
0.508,1,0.0627,0.275,RnB
0.901,1,0.0519,0.146,RnB
0.734,1,0.0108,0.229,RnB
0.786,0,0.222,0.49,RnB
0.886,1,0.0261,0.583,RnB
0.793,1,0.0214,0.278,RnB
0.888,1,0.0424,0.53,RnB
0.939,1,0.159,0.681,RnB
0.785,1,0.0138,0.478,RnB
0.803,0,0.0304,0.647,RnB
0.921,1,0.0149,0.287,RnB
0.782,1,0.331,0.243,RnB
0.723,0,0.322,0.646,RnB
0.715,1,0.233,0.134,RnB
0.808,1,0.104,0.722,RnB
0.879,0,0.34,0.837,RnB
0.485,0,0.346,0.154,RnB
0.934,1,0.00365,0.0793,RnB
0.938,0,0.0624,0.73,RnB
0.813,1,0.00693,0.547,RnB
0.86,0,0.274,0.354,RnB
0.66,1,0.0553,0.635,RnB
0.741,0,0.235,0.217,RnB
0.793,1,0.119,0.606,RnB
0.599,0,0.717,0.475,RnB
0.397,0,0.395,0.36,RnB
