"","sex","age","student","employed","sleep","courses","studying","gpa","attend","cigarett","coffee","soda","tv","alcohol","dogs","cats","parents","sexual","condoms","accident","speed","physical","intellig","money","car","stress","relaxed","worry","notblue","disturbe","upset","mood","swings","irritate","blue","intell.","money.","car.","stress.","relax.","worry.","notblue.","disturb.","upset.","mood.","swings.","irritat.","blue.","attend.","condom.","speed.","neur","drink"
"270","Female",19,"Full-time","Not employed",3.5,5,7,2.5,"Often    ",0,0,10,5,15,1,1,"No ","Yes","Sometimes",0,"Always   ",3,"Neutral          ","Disagree         ","Strongly Agree   ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Neutral","Disagree","Always","Always","Neutral","Always","Neutral","Always","Disagree","Disagree","Disagree","Often","Disagree","Often","Sometims","Always",33,"Yes"
"271","Female",20,"Full-time","Part-time   ",7,5,2.5,2,"Always   ",6,0,5,9,5,0,0,"No ","No ","         ",3,"Often    ",0,"Agree            ","Disagree         ","Disagree         ","Strongly Agree   ","Agree            ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Often","Disagree","Disagree","Always","Disagree","Often","Disagree","Often","Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Always",NA,"Often",26,"Yes"
"272","Female",18,"Full-time","Part-time   ",8,5,10,3,"Often    ",0,0,0,2,0,0,0,"No ","Yes","Always   ",0,"Rarely   ",10,"Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Strongly Disagree","Neutral          ","Strongly Disagree","Neutral","Neutral","Disagree","Neutral","Neutral","Disagree","Often","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Neutral","Strongly Disagree","Often","Always","Rarely",22,"No"
"273","Female",18,"Full-time","Not employed",6,5,NA,2.5,"Always   ",0,0,7,14,3,0,0,"No ","Yes","Never    ",0,"Sometimes",12,"Agree            ","Disagree         ","Strongly Disagree","Disagree         ","Agree            ","Agree            ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Disagree","Strongly Disagree","Disagree","Disagree","Often","Disagree","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Never","Sometims",23,"Yes"
"274","Female",19,"Full-time","Part-time   ",7,4,8,2.5,"Always   ",0,0,4,7,0,0,0,"Yes","Yes","Never    ",0,"Often    ",0,"Agree            ","Disagree         ","Strongly Agree   ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Agree            ","Agree            ","Strongly Agree   ","Strongly Agree   ","Agree            ","Often","Disagree","Always","Always","Often","Always","Neutral","Always","Often","Often","Always","Always","Often","Always","Never","Often",44,"No"
"275","Female",18,"Full-time","Not employed",8,5,10,2.5,"Always   ",0,0,20,24,0,1,2,"No ","No ","         ",0,"Often    ",5,"Agree            ","Strongly Agree   ","Strongly Agree   ","Neutral          ","Agree            ","Strongly Agree   ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Often","Always","Always","Neutral","Disagree","Always","Neutral","Neutral","Neutral","Often","Neutral","Neutral","Neutral","Always",NA,"Often",32,"No"
"276","Female",18,"Full-time","Not employed",6,5,8,2.5,"Always   ",0,0,10,5,0,0,0,"No ","No ","         ",0,"Never    ",5,"Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Often","Often","Often","Often","Neutral","Often","Neutral","Neutral","Often","Often","Often","Neutral","Neutral","Always",NA,"Never",35,"No"
"277","Female",18,"Full-time","Part-time   ",6,4,3,2,"Often    ",0,0,6,10,1,0,2,"No ","Yes","Never    ",1,"Sometimes",1,"Agree            ","Neutral          ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Neutral          ","Agree            ","Agree            ","Disagree         ","Agree            ","Often","Neutral","Neutral","Disagree","Disagree","Neutral","Often","Disagree","Neutral","Often","Often","Disagree","Often","Often","Never","Sometims",30,"Yes"
"278","Female",18,"Full-time","Part-time   ",5,5,9,2,"Always   ",0,0,8,4,0,1,0,"Yes","No ","Never    ",0,"Often    ",6,"Agree            ","Neutral          ","Agree            ","Agree            ","Neutral          ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Often","Neutral","Often","Often","Neutral","Often","Disagree","Often","Often","Neutral","Neutral","Often","Disagree","Always","Never","Often",33,"No"
"279","Female",25,"Full-time","Full-time   ",4,5,20,3.5,"Always   ",20,14,10,2,2,0,0,"No ","No ","         ",2,"Often    ",2,"Strongly Agree   ","Neutral          ","Agree            ","Strongly Agree   ","Disagree         ","Strongly Agree   ","Disagree         ","Agree            ","Strongly Agree   ","Agree            ","Agree            ","Strongly Agree   ","Agree            ","Always","Neutral","Often","Always","Often","Always","Often","Often","Always","Often","Often","Always","Often","Always",NA,"Often",44,"Yes"
"280","Female",20,"Full-time","Part-time   ",7,4,6,2.5,"Often    ",0,5,3,3,5,2,0,"Yes","Yes","Sometimes",1,"Rarely   ",6.75,"Neutral          ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Neutral","Disagree","Neutral","Neutral","Disagree","Often","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Often","Often","Sometims","Rarely",27,"Yes"
"281","Female",19,"Full-time","Not employed",7,5,2,3,"Always   ",0,2,6,3,0,0,0,"Yes","No ","         ",0,"Never    ",0,"Neutral          ","Strongly Disagree","Disagree         ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Strongly Disagree","Neutral","Strongly Disagree","Disagree","Neutral","Neutral","Often","Neutral","Neutral","Disagree","Disagree","Disagree","Neutral","Strongly Disagree","Always",NA,"Never",26,"No"
"282","Female",18,"Full-time","Not employed",11,4,7.5,4,"Always   ",0,0,4,13.5,2,1,0,"Yes","Yes","Sometimes",0,"Sometimes",5.5,"Agree            ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Often","Neutral","Neutral","Often","Often","Often","Often","Often","Often","Neutral","Neutral","Often","Neutral","Always","Sometims","Sometims",37,"Yes"
"283","Female",19,"Full-time","Not employed",7,5,9,2.5,"Always   ",0,0,0,3,0,2,0,"No ","No ","Never    ",1,"Often    ",17.5,"Neutral          ","Strongly Disagree","Strongly Disagree","Neutral          ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Agree            ","Agree            ","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Neutral","Often","Often","Neutral","Disagree","Often","Neutral","Often","Often","Always","Never","Often",34,"No"
"284","Female",18,"Full-time","Part-time   ",8,5,10,3,"Often    ",0,0,0,2,0,0,0,"No ","Yes","Always   ",0,"Rarely   ",10,"Neutral          ","Neutral          ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Strongly Disagree","Disagree         ","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree         ","Strongly Disagree","Neutral","Neutral","Disagree","Disagree","Neutral","Disagree","Always","Disagree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Disagree","Strongly Disagree","Often","Always","Rarely",20,"No"
"285","Female",18,"Full-time","Not employed",7.5,4,12.5,3,"Always   ",0,2,1,6.5,1,0,0,"Yes","Yes","Always   ",0,"Sometimes",9,"Neutral          ","Disagree         ","Disagree         ","Neutral          ","Agree            ","Agree            ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral","Disagree","Disagree","Neutral","Disagree","Often","Neutral","Often","Disagree","Neutral","Neutral","Disagree","Neutral","Always","Always","Sometims",29,"Yes"
"286","Female",18,"Full-time","Not employed",8,5,13,2.5,"Always   ",0,0,15,6,4,0,1,"No ","No ","         ",1,"Sometimes",5,"Neutral          ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Neutral","Disagree","Disagree","Disagree","Disagree","Often","Disagree","Often","Neutral","Neutral","Disagree","Disagree","Disagree","Always",NA,"Sometims",26,"Yes"
"287","Female",21,"Full-time","Part-time   ",5,5,0,2,"Sometimes",0,3,4,4,2,5,2,"Yes","Yes","Sometimes",1,"Sometimes",2,"Agree            ","Disagree         ","Neutral          ","Agree            ","Disagree         ","Strongly Agree   ","Strongly Disagree","Neutral          ","Agree            ","Strongly Agree   ","Strongly Agree   ","Strongly Agree   ","Agree            ","Often","Disagree","Neutral","Often","Often","Always","Always","Neutral","Often","Always","Always","Always","Often","Sometims","Sometims","Sometims",44,"Yes"
"288","Female",18,"Full-time","Full-time   ",9,4,3,3,"Often    ",0,0,2,4,0,1,1,"Yes","Yes","Always   ",1,"Often    ",1.5,"Strongly Agree   ","Disagree         ","Disagree         ","Neutral          ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Strongly Disagree","Strongly Disagree","Disagree         ","Disagree         ","Always","Disagree","Disagree","Neutral","Disagree","Often","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Disagree","Disagree","Often","Always","Often",21,"No"
"289","Female",18,"Full-time","Full-time   ",8,4,5,3.5,"Always   ",0,1,0,14,5,1,1,"No ","Yes","Never    ",0,"Sometimes",2,"Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Disagree","Often","Disagree","Disagree","Neutral","Neutral","Neutral","Neutral","Disagree","Disagree","Disagree","Disagree","Always","Never","Sometims",24,"Yes"
"290","Female",19,"Full-time","Part-time   ",7,4,10.5,3.5,"Always   ",0,0,0,0,0,0,1,"No ","No ","         ",0,"Always   ",9,"Agree            ","Disagree         ","Disagree         ","Strongly Agree   ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Often","Disagree","Disagree","Always","Often","Often","Neutral","Neutral","Disagree","Neutral","Neutral","Often","Neutral","Always",NA,"Always",34,"No"
"291","Female",18,"Full-time","Not employed",9,4,10,4,"Always   ",0,0,5,10,7,2,0,"Yes","No ","         ",0,"Often    ",15,"Strongly Agree   ","Neutral          ","Agree            ","Disagree         ","Agree            ","Neutral          ","Agree            ","Strongly Disagree","Agree            ","Neutral          ","Strongly Disagree","Agree            ","Disagree         ","Always","Neutral","Often","Disagree","Disagree","Neutral","Disagree","Strongly Disagree","Often","Neutral","Strongly Disagree","Often","Disagree","Always",NA,"Often",24,"Yes"
"292","Female",19,"Full-time","Part-time   ",6.5,5,3.5,2,"Often    ",0,0,3.5,14,0,0,0,"Yes","Yes","Always   ",1,"Sometimes",15,"Agree            ","Neutral          ","Strongly Agree   ","Agree            ","Neutral          ","Strongly Agree   ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Agree            ","Disagree         ","Often","Neutral","Always","Often","Neutral","Always","Neutral","Neutral","Neutral","Often","Neutral","Often","Disagree","Often","Always","Sometims",34,"No"
"293","Female",19,"Full-time","Part-time   ",8,5,5,3.5,"Always   ",0,2,6,1,10,0,0,"No ","Yes","Never    ",1,"Rarely   ",1,"Agree            ","Disagree         ","Strongly Disagree","Agree            ","Disagree         ","Strongly Agree   ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Agree            ","Agree            ","Often","Disagree","Strongly Disagree","Often","Often","Always","Often","Often","Neutral","Neutral","Neutral","Often","Often","Always","Never","Rarely",38,"Yes"
"294","Female",19,"Full-time","            ",8,9,7,4,"Always   ",0,4,0,4,8,0,0,"No ","No ","         ",0,"Sometimes",18,"Agree            ","Agree            ","Strongly Agree   ","Agree            ","Neutral          ","Neutral          ","Strongly Agree   ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Often","Always","Often","Neutral","Neutral","Strongly Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always",NA,"Sometims",23,"Yes"
"295","Female",21,"Full-time","Part-time   ",7,4,4,2,"Often    ",0,0,4,3,0,1,0,"Yes","Yes","Sometimes",2,"Often    ",2,"Neutral          ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral","Neutral","Neutral","Often","Often","Often","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Often","Sometims","Often",33,"No"
"296","Female",19,"Full-time","Part-time   ",8,5,5,3,"Often    ",0,0,2,6,0,2,0,"Yes","No ","         ",1,"Sometimes",2,"Neutral          ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Neutral","Disagree","Disagree","Neutral","Neutral","Often","Disagree","Disagree","Neutral","Disagree","Disagree","Often","Disagree","Often",NA,"Sometims",27,"No"
"297","Female",20,"Full-time","Part-time   ",5,4,7.5,3,"Often    ",0,1,0,0,0,0,0,"No ","No ","         ",0,"Sometimes",0,"Neutral          ","Disagree         ","Agree            ","Disagree         ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Neutral","Disagree","Often","Disagree","Disagree","Neutral","Often","Disagree","Disagree","Disagree","Often","Disagree","Disagree","Often",NA,"Sometims",25,"No"
"298","Female",28,"Part-time","Full-time   ",3,2,5,2,"Always   ",10,25,15,3,0,0,0,"No ","Yes","Never    ",1,"Sometimes",0,"Neutral          ","Neutral          ","Agree            ","Agree            ","Strongly Disagree","Agree            ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral          ","Neutral","Neutral","Often","Often","Always","Often","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Neutral","Always","Never","Sometims",34,"No"
"299","Female",18,"Full-time","Not employed",7,4,2,1,"Always   ",0,0,0,3,0,2,0,"No ","No ","         ",2,"Sometimes",1,"Neutral          ","Agree            ","Strongly Disagree","Neutral          ","Agree            ","Agree            ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Disagree         ","Neutral          ","Disagree         ","Neutral","Often","Strongly Disagree","Neutral","Disagree","Often","Neutral","Neutral","Often","Neutral","Disagree","Neutral","Disagree","Always",NA,"Sometims",29,"No"
"300","Female",18,"Full-time","Not employed",7,4,3,1,"Always   ",0,0,0,3,0,2,0,"No ","No ","         ",0,"         ",1,"Neutral          ","Neutral          ","Strongly Disagree","Neutral          ","Agree            ","Agree            ","Neutral          ","                 ","Neutral          ","Neutral          ","Disagree         ","Neutral          ","Neutral          ","Neutral","Neutral","Strongly Disagree","Neutral","Disagree","Often","Neutral",NA,"Neutral","Neutral","Disagree","Neutral","Neutral","Always",NA,NA,26,"No"
"301","Female",18,"Full-time","Part-time   ",5,5,15,3,"Always   ",0,6.5,1,28,1.5,3,0,"No ","Yes","Never    ",0,"Often    ",2,"Agree            ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Agree            ","Agree            ","Agree            ","Agree            ","Agree            ","Neutral          ","Agree            ","Disagree         ","Often","Disagree","Often","Neutral","Neutral","Often","Disagree","Often","Often","Often","Neutral","Often","Disagree","Always","Never","Often",33,"Yes"
"302","Female",21,"Full-time","Not employed",6,6,21,3,"Always   ",0,4,0,8,0,0,0,"No ","Yes","Always   ",0,"Never    ",3,"Agree            ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Often","Disagree","Disagree","Neutral","Neutral","Often","Often","Neutral","Disagree","Disagree","Neutral","Disagree","Disagree","Always","Always","Never",28,"No"
"303","Female",18,"Full-time","Part-time   ",9,4,3,3.5,"Often    ",0,3,10,0,0,0,0,"Yes","Yes","Sometimes",3,"Often    ",0,"Strongly Agree   ","Neutral          ","Neutral          ","Disagree         ","Agree            ","Agree            ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Always","Neutral","Neutral","Disagree","Disagree","Often","Often","Disagree","Neutral","Disagree","Disagree","Disagree","Neutral","Often","Sometims","Often",26,"No"
"304","Female",18,"Full-time","Not employed",10,4,15,2.5,"Often    ",0,0,6,10,12,1,0,"No ","Yes","Never    ",3,"Always   ",3,"Neutral          ","Disagree         ","Strongly Disagree","Disagree         ","Agree            ","Strongly Agree   ","Strongly Disagree","Disagree         ","Disagree         ","Agree            ","Disagree         ","Disagree         ","Strongly Disagree","Neutral","Disagree","Strongly Disagree","Disagree","Disagree","Always","Always","Disagree","Disagree","Often","Disagree","Disagree","Strongly Disagree","Often","Never","Always",27,"Yes"
"305","Female",21,"Full-time","Part-time   ",8,4,5,3,"Often    ",0,2,5,2,0,1,0,"No ","Yes","Always   ",0,"Sometimes",3,"Agree            ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Strongly Disagree","Often","Disagree","Disagree","Disagree","Neutral","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Strongly Disagree","Often","Always","Sometims",21,"No"
"306","Female",19,"Full-time","Part-time   ",6,4,9,2,"Always   ",0,1,3,12.5,0,2,0,"No ","No ","         ",0,"Sometimes",7.5,"Neutral          ","Disagree         ","Agree            ","Neutral          ","Neutral          ","Agree            ","Agree            ","Strongly Disagree","Disagree         ","Disagree         ","Strongly Disagree","Disagree         ","Strongly Disagree","Neutral","Disagree","Often","Neutral","Neutral","Often","Disagree","Strongly Disagree","Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Always",NA,"Sometims",21,"No"
"307","Female",18,"Full-time","Part-time   ",6,5,1,2,"Sometimes",0,0,1,1,0,0,0,"No ","Yes","Rarely   ",1,"Sometimes",0.65,"Neutral          ","Disagree         ","Neutral          ","Strongly Agree   ","Neutral          ","Strongly Agree   ","Strongly Disagree","Agree            ","Agree            ","Agree            ","Neutral          ","Agree            ","Agree            ","Neutral","Disagree","Neutral","Always","Neutral","Always","Always","Often","Often","Often","Neutral","Often","Often","Sometims","Rarely","Sometims",41,"No"
"308","Female",18,"Full-time","            ",7.5,4,2,3,"Often    ",0,1,0,2,0,7,6,"Yes","Yes","Never    ",1,"Sometimes",0.1,"Disagree         ","Strongly Disagree","Agree            ","Neutral          ","Agree            ","Disagree         ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Agree            ","Agree            ","Agree            ","Disagree","Strongly Disagree","Often","Neutral","Disagree","Disagree","Often","Neutral","Neutral","Often","Often","Often","Often","Often","Never","Sometims",33,"No"
"309","Female",20,"Full-time","Not employed",6.5,5,22.5,3,"Always   ",20,0,22.5,4,0,1,1,"Yes","Yes","Never    ",1,"Sometimes",0.1,"Strongly Agree   ","Disagree         ","Strongly Disagree","Agree            ","Agree            ","Agree            ","Agree            ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Disagree         ","Always","Disagree","Strongly Disagree","Often","Disagree","Often","Disagree","Disagree","Neutral","Disagree","Disagree","Often","Disagree","Always","Never","Sometims",27,"No"
"310","Female",18,"Full-time","Full-time   ",8,4,5,3,"Always   ",0,0,4,2,0,0,0,"No ","No ","Always   ",0,"Sometimes",32,"Agree            ","Neutral          ","Disagree         ","Neutral          ","Agree            ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Often","Neutral","Disagree","Neutral","Disagree","Often","Neutral","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Always","Sometims",24,"No"
"311","Female",19,"Full-time","Part-time   ",7,5,65,4,"Always   ",4,0,6,3,0,0,1,"No ","Yes","Often    ",1,"Often    ",2,"Agree            ","Disagree         ","Strongly Disagree","Neutral          ","Disagree         ","Agree            ","Disagree         ","Agree            ","Neutral          ","Agree            ","Agree            ","Neutral          ","Agree            ","Often","Disagree","Strongly Disagree","Neutral","Often","Often","Often","Often","Neutral","Often","Often","Neutral","Often","Always","Often","Often",37,"No"
"312","Female",18,"Full-time","Part-time   ",8,5,8,3,"Often    ",0,2,1,5,0.5,1,2,"Yes","Yes","Sometimes",0,"Rarely   ",1.5,"Agree            ","Neutral          ","Agree            ","Agree            ","Disagree         ","Agree            ","Neutral          ","Agree            ","Agree            ","Strongly Agree   ","Agree            ","Agree            ","Disagree         ","Often","Neutral","Often","Often","Often","Often","Neutral","Often","Often","Always","Often","Often","Disagree","Often","Sometims","Rarely",38,"Yes"
"313","Female",19,"Full-time","Full-time   ",5.5,5,1.5,2,"Always   ",0,0,0,12.5,0,0,0,"No ","   ","         ",0,"Rarely   ",5.5,"Neutral          ","Strongly Disagree","Strongly Disagree","Neutral          ","Agree            ","Strongly Agree   ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral          ","Disagree         ","Disagree         ","Neutral","Strongly Disagree","Strongly Disagree","Neutral","Disagree","Always","Often","Disagree","Disagree","Disagree","Neutral","Disagree","Disagree","Always",NA,"Rarely",27,"No"
"314","Female",18,"Full-time","Part-time   ",7,5,10,3,"Always   ",0,0,5,5,0,3,1,"   ","   ","         ",0,"         ",0,"                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ","                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always",NA,NA,NA,"No"
"315","Female",18,"Full-time","Part-time   ",7,5,10,3,"Always   ",0,0,5,5,0,3,1,"Yes","No ","         ",0,"Sometimes",9,"Agree            ","Neutral          ","Agree            ","Strongly Agree   ","Disagree         ","Agree            ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Agree            ","Neutral          ","Often","Neutral","Often","Always","Often","Often","Neutral","Often","Neutral","Neutral","Disagree","Often","Neutral","Always",NA,"Sometims",35,"No"
"316","Female",20,"Full-time","Part-time   ",4,5,5.5,2.5,"Always   ",0,0,0,6.5,0,2,0,"Yes","Yes","Always   ",1,"Sometimes",3.5,"Neutral          ","Neutral          ","Agree            ","Agree            ","Neutral          ","Strongly Agree   ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Agree            ","Agree            ","Disagree         ","Neutral","Neutral","Often","Often","Neutral","Always","Neutral","Neutral","Neutral","Disagree","Often","Often","Disagree","Always","Always","Sometims",33,"No"
"317","Female",20,"Full-time","Not employed",8,6,5,3.5,"Always   ",0,0,1,20,0,0,0,"No ","Yes","Never    ",0,"Sometimes",2,"Neutral          ","Neutral          ","Agree            ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Disagree         ","Neutral","Neutral","Often","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Always","Never","Sometims",22,"No"
"318","Female",18,"Full-time","Part-time   ",6,4,3.5,2.8,"Often    ",12.5,4,2,2,5,0,1,"Yes","Yes","Always   ",2,"Sometimes",20,"Agree            ","Neutral          ","Strongly Agree   ","Agree            ","Neutral          ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Strongly Agree   ","Neutral          ","Disagree         ","Neutral          ","Often","Neutral","Always","Often","Neutral","Often","Often","Neutral","Neutral","Always","Neutral","Disagree","Neutral","Often","Always","Sometims",34,"Yes"
"319","Female",18,"Full-time","Part-time   ",4,4,1,1,"Always   ",0,0,0,2,2,0,2,"Yes","No ","         ",1,"Sometimes",3,"Disagree         ","Disagree         ","Strongly Agree   ","Strongly Agree   ","Strongly Disagree","Agree            ","Neutral          ","Disagree         ","Strongly Agree   ","Neutral          ","Neutral          ","Neutral          ","Disagree         ","Disagree","Disagree","Always","Always","Always","Often","Neutral","Disagree","Always","Neutral","Neutral","Neutral","Disagree","Always",NA,"Sometims",35,"Yes"
"320","Female",21,"Full-time","Not employed",6,4,4,3,"Often    ",3,1,1,7,3,1,0,"No ","Yes","Never    ",0,"Sometimes",6,"Disagree         ","Strongly Disagree","Disagree         ","Strongly Disagree","Strongly Agree   ","Agree            ","Strongly Agree   ","Disagree         ","Strongly Disagree","Disagree         ","Disagree         ","Agree            ","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Strongly Disagree","Strongly Disagree","Often","Strongly Disagree","Disagree","Strongly Disagree","Disagree","Disagree","Often","Strongly Disagree","Often","Never","Sometims",19,"Yes"
"321","Female",18,"Full-time","Part-time   ",6.5,4,3,3,"Always   ",0,0,4,28,2,0,5,"Yes","Yes","Rarely   ",1,"Sometimes",3,"Agree            ","Neutral          ","Strongly Agree   ","Agree            ","Disagree         ","Agree            ","Disagree         ","Neutral          ","Neutral          ","Agree            ","Neutral          ","Neutral          ","Disagree         ","Often","Neutral","Always","Often","Often","Often","Often","Neutral","Neutral","Often","Neutral","Neutral","Disagree","Always","Rarely","Sometims",34,"Yes"
"322","Female",18,"Full-time","Part-time   ",6,4,1,4,"Always   ",0,0,2,1,0,0,0,"Yes","Yes","Always   ",0,"Often    ",2,"Strongly Agree   ","Agree            ","Strongly Agree   ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Agree            ","Neutral          ","Disagree         ","Disagree         ","Always","Often","Always","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Often","Neutral","Disagree","Disagree","Always","Always","Often",25,"No"
"323","Female",21,"Part-time","Full-time   ",6,3,3,3,"Always   ",0,4,1,3,1.5,1,0,"Yes","Yes","Sometimes",2,"Often    ",2,"Agree            ","Disagree         ","Agree            ","Agree            ","Neutral          ","Strongly Agree   ","Neutral          ","Disagree         ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Often","Disagree","Often","Often","Neutral","Always","Neutral","Disagree","Disagree","Often","Often","Often","Disagree","Always","Sometims","Often",33,"Yes"
"324","Female",18,"Full-time","Not employed",8,5,7,2.5,"Always   ",0,0,10,1,0,1,0,"No ","No ","         ",0,"Often    ",5,"Agree            ","Neutral          ","Agree            ","Strongly Agree   ","Agree            ","Agree            ","Neutral          ","Strongly Disagree","Strongly Disagree","Agree            ","Agree            ","Agree            ","Disagree         ","Often","Neutral","Often","Always","Disagree","Often","Neutral","Strongly Disagree","Strongly Disagree","Often","Often","Often","Disagree","Always",NA,"Often",30,"No"
"325","Female",18,"Full-time","Full-time   ",8,4,3,3,"Always   ",0,0,5,5,0,0,0,"Yes","No ","         ",0,"Often    ",1,"Agree            ","Disagree         ","Agree            ","Disagree         ","Agree            ","Agree            ","Agree            ","Disagree         ","Disagree         ","Disagree         ","Strongly Disagree","Agree            ","Disagree         ","Often","Disagree","Often","Disagree","Disagree","Often","Disagree","Disagree","Disagree","Disagree","Strongly Disagree","Often","Disagree","Always",NA,"Often",23,"No"
"326","Female",18,"Full-time","Not employed",4.5,4,10,2.5,"Always   ",0,0,4,2,3,0,0,"No ","Yes","Often    ",0,"Always   ",8,"Neutral          ","Agree            ","Disagree         ","Agree            ","Agree            ","Neutral          ","Agree            ","Neutral          ","Agree            ","                 ","Neutral          ","Agree            ","Disagree         ","Neutral","Often","Disagree","Often","Disagree","Neutral","Disagree","Neutral","Often",NA,"Neutral","Often","Disagree","Always","Often","Always",27,"Yes"
